,calm_id,street,intersecti,intersec_1,spd_hump,traf_islan,spd_cush,Installed,geometry,NeighbourhoodPortion,Neighbourhood
265,702.0,Roxton Road,Harrison Street,College Street,5.0,0.0,0.0,2002,"LINESTRING (-79.4201555193091 43.651219574238084, -79.42082731640497 43.652995777822554, -79.42091532958223 43.653228476676766, -79.4213109528933 43.6542620320613, -79.42146761121663 43.654671282788954)",0.9971818291748075,81
288,767.0,Grace Street,College Street,Mansfield Avenue,3.0,0.0,0.0,2003,"LINESTRING (-79.41487242015239 43.653215343101344, -79.41514187721212 43.653871812757565, -79.41537625977179 43.654518323431496, -79.4153954306255 43.65457119935366, -79.4154964766598 43.65484991315528, -79.41558757034804 43.65496703866571)",0.9844769226295788,81
462,1233.0,Manning Avenue,Robinson Street,Dundas Street West,5.0,0.0,0.0,2009,"LINESTRING (-79.40948436783573 43.647760558616405, -79.40974544119696 43.64841494398966, -79.41019873506212 43.649551130510595, -79.4103073266324 43.649826037277165, -79.41051969957884 43.65036369125064, -79.41089879530547 43.651323391614135)",1.0,81
478,1268.0,Massey street,Queen Street West,Adelaide Street West,2.0,0.0,0.0,2008,"LINESTRING (-79.41319268948845 43.64320927158782, -79.41376767829536 43.64472412187326, -79.41395566491565 43.645219328959016)",0.004399095271110809,81
496,1297.0,Henderson Avenue,Manning Avenue,Clinton Street,1.0,0.0,0.0,2009,"LINESTRING (-79.4121794118723 43.654460277810514, -79.41344719597876 43.65419756499081)",1.0,81
574,1549.0,Shaw Street,Queen Street West,Dundas Street West,14.0,0.0,0.0,2014,"LINESTRING (-79.41628228453418 43.64473963905891, -79.4164221380707 43.64510579651457, -79.41644660555299 43.64516984761758, -79.41711536538774 43.64695744057651, -79.41724292361413 43.647296387717454, -79.41730143497405 43.64745186814716, -79.41743050163832 43.64778491131065, -79.41769878962917 43.64847716820061, -79.41784166864015 43.64884585068199, -79.41821761418932 43.649724114547226, -79.4182670245035 43.64983957186903)",1.0,81
647,1670.0,Dovercourt Rd,Queen St W,Sudbury St,3.0,0.0,0.0,1998,"LINESTRING (-79.42238921113575 43.643505823721604, -79.42221282346493 43.64303296623199, -79.42163433422789 43.641488364912576)",0.00454932383517941,81
54,56.0,Spruce Street,Parliament Street,River Street,8.0,0.0,0.0,2021,"LINESTRING (-79.36752392483226 43.66322169337819, -79.3670653027978 43.66332397488433, -79.36669488516367 43.66340658944446, -79.36655376049511 43.663438059008996, -79.36614134341693 43.663530858459346, -79.36604767569355 43.66355205676144, -79.36453313400592 43.663894836972844, -79.36368522791066 43.66406176651491, -79.36279303691984 43.66425208715584, -79.36198805597054 43.66443784274172, -79.36185182953862 43.664447713155965, -79.36140235978985 43.66454111706864, -79.36136754691202 43.664548361524105, -79.36080757585168 43.6646647150697, -79.36024427320615 43.664786285393454, -79.35984522819581 43.66487239283674, -79.35981835985726 43.66487481662369, -79.35973125807658 43.66486513934693)",1.0,71
116,144.0,Prospect Street,Ontario Street,Parliament Street,2.0,0.0,0.0,2001,"LINESTRING (-79.37172213187256 43.66652771832658, -79.37046104519828 43.66682362908225, -79.36984709153757 43.66695832785033, -79.36966922827345 43.66699735395137, -79.36910082555364 43.66712206456712)",1.0,71
118,146.0,Rose Avenue,Wellesley Street East,Winchester Street,3.0,0.0,0.0,2001,"LINESTRING (-79.36994816092302 43.665596336821515, -79.37017131609282 43.66616231005601, -79.37046104519828 43.66682362908225, -79.37060060303472 43.667177933568894, -79.37072408628345 43.6674914550179, -79.37089440420898 43.667923892510146)",0.9956835489939383,71
125,155.0,Winchester Street,Ontario Street,Parliament Street,2.0,0.0,0.0,2001,"LINESTRING (-79.37119542495017 43.665323185789475, -79.37096778067374 43.66536456607163, -79.37072570247882 43.66541958828839, -79.36994816092302 43.665596336821515, -79.36933989451856 43.66573029463013, -79.36861237986571 43.66589049597935)",1.0,71
275,715.0,Sumach Street,Gerrard Street East,Wellesley Street East,10.0,0.0,0.0,2002,"LINESTRING (-79.36147844735926 43.66317375099313, -79.36162307023372 43.66353248807858, -79.36198805597054 43.66443784274172, -79.36211049464646 43.66473775364426, -79.36223796975676 43.66504999992701, -79.36236000995352 43.66535918789863, -79.36249750984368 43.665707476197234, -79.36306767971585 43.6670992686234, -79.36350293319339 43.66813854924841, -79.3636447157656 43.668477119039736, -79.36370087029711 43.66863550977271, -79.36382074598842 43.66893220358294, -79.36401276655393 43.66940741534935)",1.0,71
276,716.0,Sackville Street,Gerrard Street East,Wellesley Street East,10.0,0.0,0.0,2002,"MULTILINESTRING ((-79.36328396245416 43.6607903248943, -79.36330918160236 43.660852687156016, -79.36351213264922 43.661354582483206, -79.36352630301471 43.66138949555673, -79.36401815340768 43.66260294735643, -79.36416009641682 43.662959031788915, -79.36453313400592 43.663894836972844, -79.36487896484668 43.66476000289215, -79.36503457846882 43.66514927210742, -79.36532972159966 43.665839206111905, -79.3656096067833 43.666545011225615, -79.36590574334834 43.6672399549922, -79.36593989331273 43.66735190293873, -79.36617970239871 43.66794842006667, -79.36623656923778 43.66807069592287, -79.36630759474143 43.66827374137016, -79.36634516870204 43.668381137087756), (-79.36638896966363 43.668506368541365, -79.36650343033034 43.668833550580416))",0.7721240593070491,71
282,742.0,Bleecker Street,Carlton Street,Wellesley Street East,4.0,0.0,0.0,2002,"LINESTRING (-79.37214454207906 43.66340296028939, -79.37375799492959 43.667310477821694)",0.9974548375952133,71
290,770.0,Wellesley Street East,Parliament Street,Easterly End of Wellesley Street,7.0,0.0,0.0,2006,"LINESTRING (-79.36954231754541 43.66818998082356, -79.36952289657707 43.66819033414048, -79.36935693668782 43.668204606571166, -79.36883817808867 43.668318129658836, -79.36806662435356 43.668486982177285, -79.36710605647053 43.668699950627, -79.36650343033034 43.668833550580416, -79.36483240866824 43.66921338269982, -79.36435722171785 43.66932407804505, -79.36424713782253 43.669349713030506, -79.36411180183836 43.66938304512684, -79.36401276655393 43.66940741534935, -79.36356559424672 43.66951545592024, -79.36274109341386 43.66970220672559)",1.0,71
291,771.0,Amelia Street,Parliamant Street,Easterly End of Amelia St,6.0,0.0,0.0,2003,"LINESTRING (-79.36917177942945 43.66728544486519, -79.36847964080555 43.66743295011308, -79.36781510699272 43.66757456048951, -79.36730277747117 43.66769168894234, -79.36666348014718 43.66783783081925, -79.36617970239871 43.66794842006667, -79.36563992947889 43.668060998051125, -79.36478685662681 43.66823891856909, -79.36433364892882 43.668333432970336, -79.3636447157656 43.668477119039736, -79.36314010028255 43.668595527708774, -79.36274010429611 43.668689374961055)",1.0,71
292,772.0,Winchester Street,Parliament Street,Easterly End of Winchester Street,6.0,0.0,0.0,2005,"LINESTRING (-79.36801609543504 43.66601550569523, -79.36724435102748 43.66617729994561, -79.3656096067833 43.666545011225615, -79.3651703684529 43.66664037696977, -79.36376647652914 43.66694579579116, -79.3636317513912 43.6669750933085, -79.36306767971585 43.6670992686234)",1.0,71
293,773.0,Carlton Street,Parliament Street,easterly end of Carlton ST,5.0,0.0,0.0,2003,"MULTILINESTRING ((-79.36803716018021 43.66447885002553, -79.36746579512102 43.66461478324651, -79.36668143927072 43.66480137063482, -79.36656111082449 43.66481544452085, -79.36651310900423 43.664821052480484, -79.36632917320804 43.66486188647341), (-79.36503457846882 43.66514927210742, -79.36448225484223 43.665269066472256, -79.36445923490439 43.66527410352382, -79.36442599575892 43.665281398434956, -79.36381973206504 43.66542257665769, -79.36321937478945 43.66555441808127, -79.36249750984368 43.665707476197234, -79.36103476313842 43.666041578504384))",1.0,71
321,835.0,Seaton Street,Shuter Street,Carlton Street,10.0,0.0,0.0,2005,"MULTILINESTRING ((-79.36860082696714 43.656335134091705, -79.36860361395301 43.656449839337874, -79.36880784470667 43.65700961238954), (-79.36881899659171 43.65704020488724, -79.36882618945043 43.657059909133814, -79.36894497458731 43.65734801080565, -79.369294902158 43.6581966554793, -79.36933674113332 43.65829811458294, -79.36949179562923 43.65867416137284, -79.36966881428792 43.659106192615795, -79.37013402369458 43.660241543630356, -79.37052440401693 43.661194261327495, -79.37068232167813 43.66157962122198, -79.37084686867644 43.66197261165043, -79.37085738905208 43.66199772952687, -79.37129679806446 43.663047125099006, -79.37131621962746 43.66309351101382, -79.37149826294146 43.663528248875544))",0.0014265001128305204,71
323,837.0,Berkeley Street,Shuter Street,Carlton Street,9.0,0.0,0.0,2009,"LINESTRING (-79.36629932815781 43.65666402359041, -79.36716334630654 43.65873393350299, -79.36733209698188 43.65913819009897, -79.36751240851859 43.659581823733284, -79.36832529699619 43.661581699462275, -79.36851923927303 43.662058822501855, -79.36868007487314 43.66248536580282, -79.36868317600569 43.66249359464523, -79.36903172749034 43.66336098404283, -79.36909871581648 43.663530502632504, -79.36928727240657 43.66400771848119)",0.001372486458981884,71
415,1093.0,Howard Street,Parliament Street,Sherbourne Street,5.0,0.0,0.0,2006,"LINESTRING (-79.3764294236779 43.67128786004426, -79.37540134373289 43.67129489262296, -79.37495710610457 43.67130629011092, -79.37371001663638 43.67134374307303, -79.37324936605266 43.67134922796963, -79.37319011786691 43.67134991561983, -79.37230189152261 43.67137077736845, -79.37214411034492 43.6713744825886, -79.37085077619382 43.67141924138438)",0.0043507146061870765,71
436,1148.0,Ontario Street,Gerrard Street East,Carlton Street,3.0,0.0,0.0,2006,"LINESTRING (-79.36969740325229 43.66179630762925, -79.36984010039826 43.66214127596097, -79.36984547851284 43.66215428232223, -79.3698661414711 43.66220424275078, -79.36987820202944 43.66223338943571, -79.37030702445952 43.66327009530557, -79.37050057964112 43.66373798930988)",0.0051294158957172166,71
746,1843.0,Metcalfe St,Winchester St,Carlton St,2.0,0.0,0.0,1998,"LINESTRING (-79.36724435415084 43.66617729672806, -79.36696681529897 43.66549051821965, -79.36683131242238 43.66516269143042, -79.36667476602409 43.664785467232335)",1.0,71
57,59.0,Wellington Street West,Bathurst Street,Niagara Street,2.0,0.0,0.0,1998,"LINESTRING (-79.40217502197999 43.64266901526158, -79.40473153432416 43.64212507182663, -79.40610231889872 43.64185753791555)",0.9938607769067388,162
243,526.0,Sudbury Street,King Street West,Dovercourt Road,4.0,0.0,0.0,2003,"LINESTRING (-79.41722330008304 43.64100557631779, -79.41730434472169 43.64110483272961, -79.41733694730394 43.64113948119058, -79.4173770946827 43.641172451282, -79.41742940906767 43.64119106631753, -79.41743515771381 43.641193108755544, -79.41751808117536 43.64120232404512, -79.41757623023379 43.64120741472827, -79.42088809696403 43.64131257435132, -79.42120922178783 43.64132277142286, -79.42130631264416 43.64132646204644, -79.42144226129264 43.64134426708679, -79.42150196634786 43.64136098340558, -79.42154376922615 43.64139000412672, -79.42158148751267 43.64142113840937, -79.42160211945837 43.641442870744285, -79.42163432943855 43.64148836237635)",1.0,162
260,611.0,Welligton Street,Bathurst Street,Niagara Street,0.0,1.0,0.0,1998,"LINESTRING (-79.40217502197999 43.64266901526158, -79.40473153432416 43.64212507182663, -79.40610231889872 43.64185753791555)",0.9938607769067388,162
478,1268.0,Massey street,Queen Street West,Adelaide Street West,2.0,0.0,0.0,2008,"LINESTRING (-79.41319268948845 43.64320927158782, -79.41376767829536 43.64472412187326, -79.41395566491565 43.645219328959016)",0.9956009047288893,162
585,1563.0,Adelaide Street West,Niagara Street,Tecumseth Street,4.0,0.0,0.0,2016,"LINESTRING (-79.40577315003658 43.644707727067996, -79.40627286508952 43.64460539413536, -79.40875198271513 43.644097630692855)",1.0,162
639,1657.0,Sudbury St,Queen St W,Dovercourt Rd,6.0,0.0,0.0,1998,"LINESTRING (-79.42163433422789 43.641488364912576, -79.4221931078843 43.64137637762262, -79.42283269395946 43.64125232567358, -79.4235548531223 43.64111496667185, -79.42370634802452 43.641146454987485, -79.42453027933063 43.64131772724993, -79.42563772474372 43.64165453337503, -79.42672639819669 43.64205921488492, -79.42711880530767 43.64227333791506, -79.42713859935066 43.642524509225474)",0.0040629096534100205,162
647,1670.0,Dovercourt Rd,Queen St W,Sudbury St,3.0,0.0,0.0,1998,"LINESTRING (-79.42238921113575 43.643505823721604, -79.42221282346493 43.64303296623199, -79.42163433422789 43.641488364912576)",0.9954506761648205,162
57,59.0,Wellington Street West,Bathurst Street,Niagara Street,2.0,0.0,0.0,1998,"LINESTRING (-79.40217502197999 43.64266901526158, -79.40473153432416 43.64212507182663, -79.40610231889872 43.64185753791555)",0.006139223093261225,164
260,611.0,Welligton Street,Bathurst Street,Niagara Street,0.0,1.0,0.0,1998,"LINESTRING (-79.40217502197999 43.64266901526158, -79.40473153432416 43.64212507182663, -79.40610231889872 43.64185753791555)",0.006139223093261225,164
786,1435.0,Draper Street,Front Street West,Wellington Street West,3.0,0.0,0.0,2011,"LINESTRING (-79.39756586788731 43.64178296021591, -79.39822643877099 43.64331441274103)",1.0,164
60,62.0,Raeburn Avenue,Armour Boulevard,Bathurst Street,2.0,0.0,0.0,1999,"LINESTRING (-79.43343618260003 43.744931433297445, -79.43577958469183 43.744468984203536)",1.0,38
61,63.0,Newbury Lane,Armour Boulevard,Bathurst Street,2.0,0.0,0.0,1999,"LINESTRING (-79.43419010400547 43.746586610612184, -79.43622153397973 43.746170066808865)",1.0,38
62,64.0,Romney Road,Armour Boulevard,Bathurst Street,2.0,0.0,0.0,1999,"LINESTRING (-79.43379585851677 43.74573701904425, -79.43602013797143 43.745305112849884)",1.0,38
63,65.0,Lyonsgate Drive,Armour Boulevard,Bathurst Street,2.0,0.0,0.0,1999,"LINESTRING (-79.43179759586738 43.74349866017084, -79.43187834422434 43.743454865596725, -79.43206642512902 43.74339982962299, -79.43247764113416 43.743298944101035, -79.43410021163729 43.742949284982025, -79.4352952755213 43.74266093922952)",1.0,38
64,66.0,Armour Boulevard,Bombay Avenue,Yorkdowns Drive,4.0,0.0,0.0,1999,"LINESTRING (-79.43014486180796 43.742247285628004, -79.43016736609101 43.74227766749393, -79.43018993817648 43.74230973400569, -79.43021388657593 43.742345213861334, -79.43023965703667 43.74237607274493, -79.43026486394241 43.742407112965445, -79.43028653959635 43.74243784358363, -79.43030635596753 43.74247081763881, -79.43032511921243 43.74250417340028, -79.43034325635367 43.742537727650685, -79.4303612180683 43.7425713425164, -79.43037934768881 43.74260566198448, -79.43039669714243 43.74263942150366, -79.43041370860612 43.74267328442586, -79.4304309458979 43.74270706040734, -79.43044899672581 43.74274059544724, -79.43046840822622 43.742774338245255, -79.43048966374344 43.742806899840005, -79.430512610272 43.74283890839929, -79.43053696392643 43.74287029699788, -79.43056278552667 43.7428992116776, -79.43059027856224 43.74292927477703, -79.43061938370369 43.74295847762279, -79.4306499494322 43.7429864399723, -79.43068182669812 43.74301411418601, -79.43071494128864 43.74304101303651, -79.43074916670987 43.74306722482486, -79.43078486395963 43.74309224128599, -79.43082185218665 43.74311633005151, -79.4308598050896 43.743139621699314, -79.43089859346395 43.743160880928215, -79.43093896649692 43.743181855761954, -79.43097992495592 43.74320228938138, -79.43102078557165 43.74322219041631, -79.43106170778248 43.743242587493455, -79.43110446395356 43.74326171316984, -79.43115087177435 43.743279394302476, -79.43131633667913 43.743333391910916, -79.43145096859391 43.743372515078654, -79.43165647890909 43.74343580434937, -79.43179759586738 43.74349866017084, -79.43184413418064 43.74351087747728, -79.43189096083776 43.7435234678774, -79.4319372737929 43.74353670849321, -79.43198213532305 43.743551792979254, -79.43202442929052 43.74356866101012, -79.43206461607504 43.74358965990246, -79.43210359530318 43.74361219988495, -79.43214248343304 43.74363490067402, -79.43234598292155 43.74374107345374, -79.43238671137456 43.743759882721655, -79.43242730249064 43.74378062591868, -79.43246780415078 43.74380146691697, -79.43250820394039 43.74382240554642, -79.43254853605274 43.74384355932595, -79.43258904903934 43.74386444545565, -79.43262887523508 43.74388595242428, -79.4326670936076 43.74390815764426, -79.43270305615738 43.743933051087176, -79.4327377329186 43.7439596286187, -79.43277201175795 43.743985750492406, -79.43280557055301 43.74401233968895, -79.43283774240787 43.74403972921334, -79.43286727830032 43.744069144475986, -79.43292160604234 43.744129404588556, -79.43300853805668 43.74426860708865, -79.43317608402815 43.74454359387053, -79.43333656205706 43.744773419300515, -79.43343618260003 43.744931433297445, -79.43351072492196 43.74509246201546, -79.43365977016083 43.7454384779806, -79.43373730828012 43.745622804509416, -79.43379585851677 43.74573701904425, -79.43391142044021 43.74598972831243, -79.43413729705698 43.74647832745486, -79.43419010400547 43.746586610612184, -79.4342576935395 43.74674675123815, -79.43435235777315 43.74688069227086, -79.43439643598597 43.746945520301686)",1.0,38
65,67.0,Bombay Avenue,Armour Boulevard,Avenue Road,2.0,0.0,0.0,1999,"LINESTRING (-79.42479141337805 43.7435910433959, -79.42614868785932 43.743357781868944, -79.42760344945354 43.74309236875389, -79.42839936986307 43.74295022953242, -79.4287502393837 43.74289471756803, -79.42881932509214 43.742878586748944, -79.42895933609327 43.742826775903104, -79.42916408758397 43.7427202646996, -79.42992122682978 43.74233992545061, -79.43014486180796 43.742247285628004)",1.0,38
70,72.0,Invermay Avenue,Bathurst Street,Faywood Boulevard,6.0,0.0,0.0,1999,"LINESTRING (-79.43500847215041 43.741517963708134, -79.43519789750329 43.74148679215002, -79.43546541211589 43.74143791592535, -79.4356384887012 43.74140790649517, -79.43581632368961 43.74137160518855, -79.43612944373635 43.74130772068188, -79.43629925335198 43.74126434886579, -79.43642576338073 43.74123561913049, -79.43760806073124 43.74098997778685, -79.43885021174013 43.7407259182961, -79.44007305806831 43.740516730459845, -79.44026132522688 43.74047397374317, -79.44047076031502 43.740422798746735, -79.44075399748407 43.74035486534811, -79.44111607345077 43.74024736288679, -79.44166456271833 43.74011195833497, -79.44218171302367 43.73999208795006, -79.44366423977789 43.73967576939987, -79.44413491296021 43.739578469379474, -79.44485317982031 43.73944175832092, -79.44739894867624 43.7388838426454)",0.0017955930546289763,38
192,237.0,Sandringham Drive,Bathurst Street,Armour Boulevard,2.0,0.0,0.0,2000,"LINESTRING (-79.43292160604234 43.744129404588556, -79.4355735384591 43.74357270424684)",1.0,38
568,1540.0,Edinburgh Drive,Bathurst Street,Westgate Boulevard,4.0,0.0,0.0,2013,"LINESTRING (-79.4312808482934 43.7426193051179, -79.43507166567801 43.741813947900994)",1.0,38
66,68.0,Dane Avenue,Blossomfield Drive,Dufferin Street,3.0,0.0,0.0,1998,"LINESTRING (-79.45517943992834 43.7161715872703, -79.45402482282407 43.71641794855486, -79.4528895156017 43.71666946656812, -79.45128277669184 43.71702441765716, -79.4497188759553 43.71735555345697, -79.4489527549662 43.71751164438046)",1.0,31
71,73.0,Cartwright Avenue,Paul David Street,Dufferin Street,3.0,0.0,0.0,2000,"MULTILINESTRING ((-79.45980476467722 43.72352811069685, -79.45996156162205 43.723503022161566, -79.46025120945754 43.72343091263653, -79.46029339579671 43.72341342799747, -79.4603292508298 43.72339253564755, -79.46035864036224 43.723359896191795, -79.46037949346395 43.7232829147091, -79.46052325719828 43.72328438241119, -79.46071775723703 43.72326899347337, -79.46079974935326 43.72325620435928, -79.46102439376713 43.72319368923409, -79.4616864402558 43.72305772657193, -79.46322114654309 43.72271315035015), (-79.45688277777141 43.723869411717985, -79.45725974843485 43.723796219385825, -79.4576535528892 43.72370462387529, -79.45798996149571 43.72360142122849, -79.45843332462873 43.723486054900434, -79.45937141175553 43.72328854920991, -79.45954370672257 43.72326715458848, -79.45971891830119 43.72326906502883, -79.46037949346395 43.7232829147091))",1.0,31
72,74.0,Bentworth Avenue,Paul David Street,Dufferin Street,3.0,0.0,0.0,2000,"LINESTRING (-79.45645160375048 43.72186717876974, -79.4564877029196 43.72186194866862, -79.4598370747692 43.72109727260625, -79.46010402809239 43.72103687787275, -79.46227307480717 43.72053301488064)",1.0,31
73,75.0,Mc Adam Avenue,Dufferin Street,Paul David Street,3.0,0.0,0.0,2000,"LINESTRING (-79.45664387572616 43.722740891012755, -79.45859040877467 43.72230913259131, -79.46027508950904 43.72192883749484, -79.46049278093103 43.72189771633679, -79.46065256480722 43.72186585112148, -79.46247808035754 43.72143141543778, -79.46263781696817 43.72141151296661)",1.0,31
74,76.0,Jane Osler Boulevard,Dufferin Street,Paul David Street,2.0,0.0,0.0,2000,"LINESTRING (-79.45706048064581 43.724763671276264, -79.45838622701858 43.72439185842791, -79.45973249184873 43.7240733664426, -79.45979319165828 43.72405677068164, -79.45988118866849 43.72402236377537, -79.45993959477487 43.72397994092217, -79.4599525469798 43.72392694748105, -79.45993052325737 43.72385272895849, -79.45980476467722 43.72352811069685, -79.45971891830119 43.72326906502883)",1.0,31
75,78.0,Dell Park Avenue,Marlee Avenue,Shermount Avenue,3.0,0.0,0.0,2000,"LINESTRING (-79.44073394171576 43.7152831696628, -79.44283709198858 43.714843487455944, -79.44321499006664 43.71475209406136, -79.44340542603655 43.71471488079612, -79.4436421810169 43.714658714294565, -79.44388043368703 43.7146022165342, -79.44410090071423 43.71456001751915, -79.44453506229453 43.71446866510534, -79.44588399987866 43.71416676809537)",0.47728790595634857,31
76,79.0,Highland Hill,Dane Avenue,Ranee Avenue,3.0,0.0,0.0,2000,"LINESTRING (-79.4497188759553 43.71735555345697, -79.45008403447002 43.718748372482175, -79.45032281213437 43.7197395155344, -79.45046841294031 43.72041646515759, -79.45047498668964 43.720467786350355, -79.45047667482493 43.72054299165688, -79.4504790137797 43.72062763284894, -79.45048816509022 43.720677206204286, -79.45050423079392 43.72075523550076, -79.45051278291146 43.72080734883119, -79.45051955115142 43.72086702825746, -79.45051587523528 43.72092540463456, -79.45051527198451 43.7209951045194, -79.45051809439667 43.72105326283387, -79.45052944600467 43.721123935087874, -79.45055277574129 43.72123517009457, -79.4505814467014 43.72132363463096, -79.45060380091697 43.72142069329667, -79.45063148133872 43.72152256017832, -79.4506455013146 43.72161544513774, -79.45066025120477 43.72170216332266, -79.45068164260704 43.721785036810104, -79.45073145967466 43.7219360316905, -79.45073875891993 43.722048381989886, -79.45077155824401 43.72214673464842, -79.45079438163629 43.72224488008759, -79.45082000398355 43.72236161144138, -79.45084459948367 43.72245217260043, -79.45088036914402 43.72253787900184, -79.45091352157777 43.722613375544405, -79.45094470789526 43.72268808911154, -79.4509888638462 43.7227899540167)",1.0,31
189,234.0,Glen Park Avenue,Caledonia Road,Dufferin Street,5.0,0.0,0.0,2001,"LINESTRING (-79.45343240187034 43.70818671379432, -79.45591483727176 43.70761088267893, -79.45721421458089 43.70731528600071, -79.45854432012003 43.70700669099052, -79.46007153496058 43.706667348991715, -79.4612162290698 43.70640609799921, -79.46295373873285 43.706019963011826, -79.4641282405178 43.70575108802746, -79.46418229548783 43.7057382812813, -79.46427816510322 43.70570693888466, -79.46436580921603 43.70565941395225, -79.46442418710382 43.70562893645808, -79.4644926515595 43.70557476105309, -79.46456173871428 43.70551806387078, -79.46464249965334 43.705457669739296, -79.46468802701519 43.70542396721513, -79.46477028073866 43.705395547910086, -79.46498008684917 43.70535289520076)",1.0,31
190,235.0,Risa Boulevard,Dufferin Street,Locksley Avenue,3.0,0.0,0.0,2000,"LINESTRING (-79.4497452017214 43.70514559933059, -79.45147593166551 43.7047774197343, -79.45260108763856 43.704538058950035)",1.0,31
197,243.0,Stayner Avenue,Dufferin Street,Locksley Avenue,2.0,0.0,0.0,2001,"LINESTRING (-79.44938695961231 43.704226565578914, -79.4508551052399 43.70392238105149, -79.45239972176006 43.7036037890597)",1.0,31
199,245.0,Playfair Avenue,Caledonia Road,Dufferin Street,4.0,0.0,0.0,2001,"LINESTRING (-79.45400361952552 43.710831267568736, -79.45444631962961 43.710741703572445, -79.45556936068297 43.71050790375033, -79.45702300956066 43.7101804216076, -79.45969615452725 43.70958520266765, -79.46017135893854 43.70948680733606, -79.4611454935368 43.70926336338464, -79.46235707971185 43.70897553053503, -79.46409425144681 43.708605283797596, -79.46579125272704 43.708252938565)",1.0,31
277,717.0,Sparrow Avenue,Dufferin Street,Highland Hill,4.0,0.0,0.0,2003,"LINESTRING (-79.45618613292473 43.72074126032298, -79.45504540589788 43.720993104475546, -79.45073145967466 43.7219360316905)",1.0,31
346,901.0,Glenbrook Avenue,Dufferin Street,Lois Avenue,6.0,0.0,0.0,2005,"LINESTRING (-79.44770751251194 43.711065244660524, -79.44778414009063 43.711018798471024, -79.44803027395814 43.710961129447554, -79.44878304847374 43.710792365951754, -79.45034644574002 43.71047093277813, -79.45225000799802 43.710071220751615, -79.45377012523932 43.70972897698277)",1.0,31
378,990.0,Times Road,Stayner Avenue,Lilywood Road,2.0,0.0,0.0,2006,"LINESTRING (-79.44754155006196 43.70448040951022, -79.44785400629583 43.70513129435053, -79.44830618172756 43.706220358822456)",1.0,31
450,1188.0,Hillmount Avenue,Dufferin Street,Capitol Avenue,2.0,0.0,0.0,2007,"LINESTRING (-79.44937416636333 43.706918902021314, -79.45234361759671 43.706288679035005, -79.45248579620522 43.70625848662487, -79.45297556766215 43.70617657037664)",1.0,31
67,69.0,Derrydown Road,Killmarsh Drive,Romfiled Drive,2.0,0.0,0.0,1999,"LINESTRING (-79.49333199133672 43.759752830645084, -79.49337426835505 43.75987059956998, -79.4933940909481 43.75993217683541, -79.4934129620836 43.75999157163713, -79.49345510875673 43.760039739254246, -79.49348652725433 43.76007830246937, -79.49353302437349 43.76011348984781, -79.49356926271076 43.76014016847643, -79.49362762136717 43.76017989697173, -79.49367824018763 43.76022857230277, -79.493725595541 43.76025034620944, -79.49378142278108 43.76027262787957, -79.49382830832006 43.76029332409895, -79.49395569576565 43.76034756658767)",1.0,27
198,244.0,Derrydown Drive,Killamarsh Drive,Catford Road,2.0,0.0,0.0,2001,"LINESTRING (-79.49280522224862 43.758636922259285, -79.49286882397845 43.75870427197638, -79.49291190814965 43.758754631087164, -79.49295958610817 43.75883877006195, -79.49298692837341 43.7588986637735, -79.49302189730977 43.75897245186794, -79.49304585323547 43.75904750838809, -79.49306934939932 43.75910226422097, -79.49309160948586 43.75916569244711, -79.49333199133672 43.759752830645084)",1.0,27
200,246.0,Ollerton Road,Lamberton Boulevard,Grandravine Drive,3.0,0.0,0.0,2001,"LINESTRING (-79.50220293130539 43.74950849213935, -79.502263774626 43.74962328693833, -79.5022801876848 43.749719257879455, -79.50228859420756 43.74979660301608, -79.50229758525538 43.74987142572698, -79.50230494343137 43.749969411954936, -79.5023266308967 43.75005459333664, -79.50235368176769 43.7505371573519, -79.50236899588394 43.75058054036987, -79.50240190081401 43.75065718889416, -79.50241051970005 43.75070807444191, -79.50243344907786 43.75076536008649, -79.50245139992586 43.750822562507224, -79.50247002023782 43.750854391871115, -79.50251376306251 43.75091780261293, -79.50253925254543 43.750954097802605, -79.50258355518764 43.75101498577037, -79.50260132001547 43.751060219627284, -79.5026827086328 43.75115360191772, -79.50273321849464 43.75122509660556, -79.5027822485711 43.751277717853824, -79.5028518676731 43.75136293247542, -79.5029048349677 43.75141706384968, -79.50299038583829 43.75148549676037, -79.50306755630255 43.751549804169386, -79.50312986260255 43.75159103816431, -79.50318943531805 43.75164129419793, -79.50325334351344 43.75167856039689, -79.50332620449679 43.75171742939303, -79.5034178859471 43.75176166788846, -79.5035030772657 43.751806172508765, -79.5035691595917 43.751836948209665, -79.50367072712126 43.751904185645195, -79.50385730658385 43.75198474470783, -79.50393514723437 43.75202368748305, -79.50401788276757 43.752085545993374, -79.50409975075449 43.752160808810025, -79.50421324584173 43.75226737751738, -79.50427346385001 43.75233069698819, -79.50435212345717 43.75243309122809, -79.50442332922792 43.752533551124394, -79.50456943875815 43.752727649222)",1.0,27
